0,1
Datasets/IAM_Words/words/a01/a01-128u/a01-128u-08-02.png,changes
Datasets/IAM_Words/words/a01/a01-053x/a01-053x-08-01.png,before
Datasets/IAM_Words/words/g06/g06-045n/g06-045n-08-02.png,its
Datasets/IAM_Words/words/a01/a01-082u/a01-082u-02-04.png,He
Datasets/IAM_Words/words/c03/c03-000d/c03-000d-02-00.png,Square
Datasets/IAM_Words/words/a01/a01-026x/a01-026x-09-01.png,the
Datasets/IAM_Words/words/g06/g06-050e/g06-050e-03-04.png,found
Datasets/IAM_Words/words/f07/f07-076a/f07-076a-04-04.png,antithesis
Datasets/IAM_Words/words/g06/g06-026b/g06-026b-00-08.png,happens
Datasets/IAM_Words/words/k07/k07-067a/k07-067a-01-09.png,smoking
Datasets/IAM_Words/words/c03/c03-003a/c03-003a-05-02.png,so
Datasets/IAM_Words/words/c03/c03-081e/c03-081e-04-06.png,seen
Datasets/IAM_Words/words/g06/g06-050h/g06-050h-07-01.png,despair
Datasets/IAM_Words/words/g06/g06-042e/g06-042e-00-09.png,even
Datasets/IAM_Words/words/h07/h07-066a/h07-066a-04-01.png,age
Datasets/IAM_Words/words/g06/g06-050e/g06-050e-03-01.png,Hahnemann
Datasets/IAM_Words/words/g06/g06-031b/g06-031b-02-02.png,but
Datasets/IAM_Words/words/g07/g07-000b/g07-000b-01-04.png,that
Datasets/IAM_Words/words/g06/g06-042r/g06-042r-01-01.png,1960s
Datasets/IAM_Words/words/f07/f07-092b/f07-092b-05-04.png,formality
Datasets/IAM_Words/words/g06/g06-037p/g06-037p-07-02.png,since
Datasets/IAM_Words/words/g07/g07-000a/g07-000a-03-04.png,FROM
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-06-07.png,abolished
Datasets/IAM_Words/words/f07/f07-084a/f07-084a-10-02.png,;
Datasets/IAM_Words/words/g07/g07-003b/g07-003b-03-06.png,charge
Datasets/IAM_Words/words/g06/g06-037e/g06-037e-06-02.png,remedies
Datasets/IAM_Words/words/g06/g06-011i/g06-011i-03-09.png,great
Datasets/IAM_Words/words/g06/g06-018k/g06-018k-06-04.png,","
Datasets/IAM_Words/words/g06/g06-042f/g06-042f-03-01.png,new
Datasets/IAM_Words/words/k07/k07-059a/k07-059a-01-06.png,knew
Datasets/IAM_Words/words/h07/h07-060b/h07-060b-03-04.png,needs
Datasets/IAM_Words/words/g06/g06-011j/g06-011j-10-00.png,particularly
Datasets/IAM_Words/words/a01/a01-026x/a01-026x-09-04.png,talks
Datasets/IAM_Words/words/g06/g06-031f/g06-031f-01-08.png,tremble
Datasets/IAM_Words/words/g06/g06-011a/g06-011a-04-05.png,Vesuvius
Datasets/IAM_Words/words/f07/f07-092a/f07-092a-00-02.png,Rossetti
Datasets/IAM_Words/words/c03/c03-087c/c03-087c-06-00.png,little
Datasets/IAM_Words/words/a01/a01-096u/a01-096u-09-00.png,to
Datasets/IAM_Words/words/g06/g06-031a/g06-031a-04-05.png,be
Datasets/IAM_Words/words/g06/g06-018e/g06-018e-06-09.png,fire
Datasets/IAM_Words/words/c03/c03-007d/c03-007d-08-04.png,story
Datasets/IAM_Words/words/c03/c03-007e/c03-007e-00-03.png,of
Datasets/IAM_Words/words/g07/g07-026a/g07-026a-06-08.png,feeding
Datasets/IAM_Words/words/c03/c03-007d/c03-007d-01-01.png,a
Datasets/IAM_Words/words/g06/g06-042e/g06-042e-01-05.png,been
Datasets/IAM_Words/words/a01/a01-107u/a01-107u-06-02.png,retorted
Datasets/IAM_Words/words/c03/c03-021e/c03-021e-03-03.png,maternal
Datasets/IAM_Words/words/g07/g07-003a/g07-003a-00-03.png,TO
Datasets/IAM_Words/words/g06/g06-026r/g06-026r-00-02.png,life
Datasets/IAM_Words/words/g06/g06-037d/g06-037d-03-00.png,While
Datasets/IAM_Words/words/g06/g06-018l/g06-018l-03-07.png,agree
Datasets/IAM_Words/words/h07/h07-051b/h07-051b-00-03.png,at
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-03-01.png,night
Datasets/IAM_Words/words/c03/c03-007a/c03-007a-06-11.png,an
Datasets/IAM_Words/words/g06/g06-018n/g06-018n-05-08.png,find
Datasets/IAM_Words/words/c03/c03-000c/c03-000c-00-03.png,of
Datasets/IAM_Words/words/h07/h07-051b/h07-051b-10-04.png,social
Datasets/IAM_Words/words/h07/h07-033a/h07-033a-05-03.png,the
Datasets/IAM_Words/words/c03/c03-016d/c03-016d-06-06.png,incoherently
Datasets/IAM_Words/words/g06/g06-047n/g06-047n-06-06.png,was
Datasets/IAM_Words/words/c03/c03-084d/c03-084d-02-04.png,without
Datasets/IAM_Words/words/g06/g06-018j/g06-018j-08-04.png,...
Datasets/IAM_Words/words/g06/g06-031f/g06-031f-00-09.png,.
Datasets/IAM_Words/words/g06/g06-018l/g06-018l-02-14.png,told
Datasets/IAM_Words/words/g06/g06-011k/g06-011k-05-09.png,gay
Datasets/IAM_Words/words/f07/f07-084a/f07-084a-10-06.png,red
Datasets/IAM_Words/words/c03/c03-081c/c03-081c-00-04.png,has
Datasets/IAM_Words/words/a01/a01-068u/a01-068u-03-02.png,Germany
Datasets/IAM_Words/words/g06/g06-045p/g06-045p-04-04.png,under
Datasets/IAM_Words/words/c03/c03-021e/c03-021e-07-04.png,forlorn
Datasets/IAM_Words/words/c03/c03-003d/c03-003d-00-06.png,.
Datasets/IAM_Words/words/c03/c03-087a/c03-087a-02-02.png,melodramatic
Datasets/IAM_Words/words/g06/g06-018a/g06-018a-03-11.png,to
Datasets/IAM_Words/words/f07/f07-046a/f07-046a-02-00.png,definitely
Datasets/IAM_Words/words/c03/c03-096d/c03-096d-02-03.png,feels
Datasets/IAM_Words/words/a01/a01-030x/a01-030x-01-05.png,not
Datasets/IAM_Words/words/a01/a01-132u/a01-132u-08-05.png,receiving
Datasets/IAM_Words/words/g06/g06-018n/g06-018n-04-06.png,","
Datasets/IAM_Words/words/c03/c03-000f/c03-000f-04-01.png,","
Datasets/IAM_Words/words/c03/c03-087b/c03-087b-00-08.png,most
Datasets/IAM_Words/words/a01/a01-030u/a01-030u-00-06.png,the
Datasets/IAM_Words/words/f07/f07-024b/f07-024b-07-07.png,;
Datasets/IAM_Words/words/a01/a01-122u/a01-122u-00-08.png,it
Datasets/IAM_Words/words/g06/g06-026j/g06-026j-05-06.png,assumption
Datasets/IAM_Words/words/c03/c03-081f/c03-081f-05-06.png,Johnstone
Datasets/IAM_Words/words/f07/f07-032a/f07-032a-03-05.png,pleasures
Datasets/IAM_Words/words/g06/g06-037c/g06-037c-04-04.png,Naples
Datasets/IAM_Words/words/g06/g06-042h/g06-042h-02-05.png,as
Datasets/IAM_Words/words/g06/g06-031i/g06-031i-05-12.png,a
Datasets/IAM_Words/words/g06/g06-045a/g06-045a-07-03.png,.
Datasets/IAM_Words/words/c03/c03-096e/c03-096e-02-05.png,were
Datasets/IAM_Words/words/g06/g06-018c/g06-018c-06-00.png,but
Datasets/IAM_Words/words/g06/g06-026c/g06-026c-02-09.png,of
Datasets/IAM_Words/words/c03/c03-094b/c03-094b-04-04.png,Aubrey
Datasets/IAM_Words/words/c03/c03-007d/c03-007d-00-04.png,Honey
Datasets/IAM_Words/words/g06/g06-031g/g06-031g-01-09.png,really
Datasets/IAM_Words/words/g06/g06-037h/g06-037h-06-07.png,painful
Datasets/IAM_Words/words/a01/a01-030u/a01-030u-04-03.png,had
Datasets/IAM_Words/words/a01/a01-091u/a01-091u-04-03.png,and
Datasets/IAM_Words/words/a01/a01-043x/a01-043x-06-07.png,racial
Datasets/IAM_Words/words/g06/g06-042j/g06-042j-03-01.png,believed
Datasets/IAM_Words/words/g06/g06-031n/g06-031n-06-03.png,at
Datasets/IAM_Words/words/g06/g06-011e/g06-011e-01-03.png,that
Datasets/IAM_Words/words/c03/c03-016d/c03-016d-00-01.png,there
Datasets/IAM_Words/words/g06/g06-031b/g06-031b-01-00.png,What
Datasets/IAM_Words/words/c03/c03-021a/c03-021a-04-05.png,expectant
Datasets/IAM_Words/words/c03/c03-003d/c03-003d-04-05.png,which
Datasets/IAM_Words/words/c03/c03-007b/c03-007b-06-04.png,are
Datasets/IAM_Words/words/g07/g07-071a/g07-071a-02-01.png,her
Datasets/IAM_Words/words/c03/c03-000a/c03-000a-06-05.png,control
Datasets/IAM_Words/words/f07/f07-028b/f07-028b-00-03.png,","
Datasets/IAM_Words/words/g06/g06-026o/g06-026o-00-00.png,A
Datasets/IAM_Words/words/g06/g06-045c/g06-045c-04-04.png,and
Datasets/IAM_Words/words/g06/g06-042m/g06-042m-02-04.png,early
Datasets/IAM_Words/words/g06/g06-045o/g06-045o-02-03.png,written
Datasets/IAM_Words/words/c03/c03-000e/c03-000e-05-00.png,script
Datasets/IAM_Words/words/a01/a01-030u/a01-030u-08-04.png,Roy
Datasets/IAM_Words/words/c03/c03-000f/c03-000f-02-00.png,Leicester
Datasets/IAM_Words/words/g06/g06-018e/g06-018e-00-11.png,to
Datasets/IAM_Words/words/f07/f07-024b/f07-024b-07-06.png,wide
Datasets/IAM_Words/words/c03/c03-021c/c03-021c-06-05.png,her
Datasets/IAM_Words/words/c03/c03-096f/c03-096f-04-00.png,ineffectuality
Datasets/IAM_Words/words/k07/k07-059a/k07-059a-07-05.png,began
Datasets/IAM_Words/words/g06/g06-018b/g06-018b-06-04.png,has
Datasets/IAM_Words/words/c03/c03-081c/c03-081c-06-00.png,Mr.
Datasets/IAM_Words/words/g06/g06-011f/g06-011f-04-02.png,.
Datasets/IAM_Words/words/f07/f07-092a/f07-092a-06-05.png,back
Datasets/IAM_Words/words/g06/g06-026k/g06-026k-00-09.png,that
Datasets/IAM_Words/words/g06/g06-045j/g06-045j-00-03.png,that
Datasets/IAM_Words/words/a01/a01-132x/a01-132x-07-03.png,be
Datasets/IAM_Words/words/h07/h07-063b/h07-063b-03-03.png,established
Datasets/IAM_Words/words/c03/c03-087b/c03-087b-01-03.png,subject
Datasets/IAM_Words/words/c03/c03-081f/c03-081f-02-05.png,be
Datasets/IAM_Words/words/g06/g06-037b/g06-037b-05-04.png,the
Datasets/IAM_Words/words/g06/g06-050e/g06-050e-06-10.png,.
Datasets/IAM_Words/words/g06/g06-050f/g06-050f-03-04.png,","
Datasets/IAM_Words/words/k07/k07-059a/k07-059a-07-08.png,and
Datasets/IAM_Words/words/g06/g06-050a/g06-050a-04-03.png,strong
Datasets/IAM_Words/words/c03/c03-084a/c03-084a-00-03.png,production
Datasets/IAM_Words/words/a01/a01-132u/a01-132u-02-04.png,The
Datasets/IAM_Words/words/g06/g06-018a/g06-018a-05-03.png,been
Datasets/IAM_Words/words/g06/g06-037i/g06-037i-01-14.png,understand
Datasets/IAM_Words/words/g06/g06-018d/g06-018d-03-01.png,'
Datasets/IAM_Words/words/f07/f07-032b/f07-032b-09-00.png,and
Datasets/IAM_Words/words/g06/g06-031r/g06-031r-04-07.png,of
Datasets/IAM_Words/words/c03/c03-084a/c03-084a-05-02.png,","
Datasets/IAM_Words/words/g07/g07-026b/g07-026b-04-04.png,letters
Datasets/IAM_Words/words/c03/c03-007a/c03-007a-00-05.png,Mr.
Datasets/IAM_Words/words/g06/g06-050k/g06-050k-01-04.png,near
Datasets/IAM_Words/words/g06/g06-026o/g06-026o-04-04.png,this
Datasets/IAM_Words/words/a01/a01-049u/a01-049u-09-02.png,disclosed
Datasets/IAM_Words/words/g06/g06-018i/g06-018i-06-00.png,&
Datasets/IAM_Words/words/c03/c03-021d/c03-021d-04-04.png,the
Datasets/IAM_Words/words/f07/f07-084a/f07-084a-08-02.png,or
Datasets/IAM_Words/words/g06/g06-011p/g06-011p-01-05.png,it
Datasets/IAM_Words/words/h07/h07-066a/h07-066a-04-04.png,as
Datasets/IAM_Words/words/g06/g06-045j/g06-045j-02-04.png,to
Datasets/IAM_Words/words/c03/c03-094d/c03-094d-07-03.png,from
Datasets/IAM_Words/words/g06/g06-026e/g06-026e-00-01.png,pleasant
Datasets/IAM_Words/words/c03/c03-096c/c03-096c-07-00.png,of
Datasets/IAM_Words/words/g06/g06-031e/g06-031e-04-02.png,the
Datasets/IAM_Words/words/a01/a01-030x/a01-030x-01-03.png,Macleod
Datasets/IAM_Words/words/g06/g06-050g/g06-050g-03-03.png,found
Datasets/IAM_Words/words/h07/h07-033a/h07-033a-08-05.png,the
Datasets/IAM_Words/words/g07/g07-071a/g07-071a-09-02.png,not
Datasets/IAM_Words/words/g06/g06-031k/g06-031k-08-01.png,happen
Datasets/IAM_Words/words/g06/g06-042i/g06-042i-02-09.png,be
Datasets/IAM_Words/words/g07/g07-026b/g07-026b-03-05.png,","
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-06-03.png,they
Datasets/IAM_Words/words/a01/a01-043x/a01-043x-00-05.png,will
Datasets/IAM_Words/words/g06/g06-026j/g06-026j-00-01.png,pleasant
Datasets/IAM_Words/words/g07/g07-069a/g07-069a-02-02.png,the
Datasets/IAM_Words/words/g07/g07-007a/g07-007a-01-03.png,AND
Datasets/IAM_Words/words/c03/c03-016d/c03-016d-05-02.png,and
Datasets/IAM_Words/words/a01/a01-053u/a01-053u-07-04.png,Senator
Datasets/IAM_Words/words/a01/a01-087u/a01-087u-03-02.png,","
Datasets/IAM_Words/words/f07/f07-000b/f07-000b-04-02.png,which
Datasets/IAM_Words/words/a01/a01-113u/a01-113u-09-00.png,that
Datasets/IAM_Words/words/a01/a01-026u/a01-026u-08-01.png,","
Datasets/IAM_Words/words/a01/a01-063x/a01-063x-06-01.png,""""
Datasets/IAM_Words/words/g06/g06-011b/g06-011b-04-00.png,he
Datasets/IAM_Words/words/g06/g06-031b/g06-031b-09-02.png,","
Datasets/IAM_Words/words/c03/c03-007d/c03-007d-08-05.png,.
Datasets/IAM_Words/words/g06/g06-050i/g06-050i-03-01.png,told
Datasets/IAM_Words/words/c03/c03-003b/c03-003b-05-08.png,tomorrow
Datasets/IAM_Words/words/c03/c03-007f/c03-007f-07-06.png,seen
Datasets/IAM_Words/words/g06/g06-050m/g06-050m-08-07.png,despair
Datasets/IAM_Words/words/f07/f07-084a/f07-084a-02-03.png,it
Datasets/IAM_Words/words/a01/a01-030u/a01-030u-05-03.png,.
Datasets/IAM_Words/words/c03/c03-007d/c03-007d-06-05.png,","
Datasets/IAM_Words/words/g06/g06-018k/g06-018k-05-07.png,there
Datasets/IAM_Words/words/g06/g06-011c/g06-011c-01-04.png,Cloncurry
Datasets/IAM_Words/words/c03/c03-007b/c03-007b-03-04.png,the
Datasets/IAM_Words/words/g06/g06-031b/g06-031b-09-00.png,of
Datasets/IAM_Words/words/c03/c03-021c/c03-021c-08-06.png,looking
Datasets/IAM_Words/words/c03/c03-000a/c03-000a-03-06.png,","
Datasets/IAM_Words/words/g06/g06-011g/g06-011g-06-05.png,priest
Datasets/IAM_Words/words/a01/a01-058u/a01-058u-03-00.png,said
Datasets/IAM_Words/words/h07/h07-054a/h07-054a-01-01.png,have
Datasets/IAM_Words/words/g06/g06-011h/g06-011h-00-04.png,the
Datasets/IAM_Words/words/c03/c03-081d/c03-081d-08-03.png,that
Datasets/IAM_Words/words/g06/g06-018e/g06-018e-06-04.png,not
Datasets/IAM_Words/words/g06/g06-050p/g06-050p-05-05.png,","
Datasets/IAM_Words/words/a01/a01-107u/a01-107u-06-04.png,""""
Datasets/IAM_Words/words/g06/g06-031c/g06-031c-03-00.png,cannot
Datasets/IAM_Words/words/g06/g06-011i/g06-011i-00-05.png,month
Datasets/IAM_Words/words/a01/a01-072x/a01-072x-04-00.png,West
Datasets/IAM_Words/words/c03/c03-003e/c03-003e-07-04.png,attempted
Datasets/IAM_Words/words/c03/c03-084d/c03-084d-03-02.png,.
Datasets/IAM_Words/words/g06/g06-011c/g06-011c-05-12.png,what
Datasets/IAM_Words/words/h07/h07-057a/h07-057a-06-06.png,attention
Datasets/IAM_Words/words/g06/g06-011i/g06-011i-06-03.png,priest
Datasets/IAM_Words/words/g06/g06-026r/g06-026r-03-06.png,heard
Datasets/IAM_Words/words/a01/a01-043x/a01-043x-04-09.png,Mr.
Datasets/IAM_Words/words/c03/c03-016a/c03-016a-00-08.png,and
Datasets/IAM_Words/words/g06/g06-050d/g06-050d-05-02.png,","
Datasets/IAM_Words/words/g06/g06-026p/g06-026p-03-04.png,this
Datasets/IAM_Words/words/f07/f07-076a/f07-076a-04-05.png,.
Datasets/IAM_Words/words/g07/g07-022a/g07-022a-02-03.png,from
Datasets/IAM_Words/words/c03/c03-084c/c03-084c-05-04.png,the
Datasets/IAM_Words/words/g06/g06-042h/g06-042h-04-02.png,death
Datasets/IAM_Words/words/h07/h07-025a/h07-025a-06-03.png,people
